company_id,ticker,cik,fiscal_year,period_end,start_date,canonical_field,taxonomy,source_tag,source_priority,value_reported,value_standardized,unit,unit_scale,form,fy,fp,frame,accession,filing_date,is_amendment,duration_days,source_url,loaded_at
chwy,CHWY,0001766502,2023,2024-01-28,2023-01-30,net_income,us-gaap,NetIncomeLoss,1,39580000.0,39.58,USD,USD_millions,10-K,2024,FY,,0001766502-25-000014,2025-03-26,0,363.0,https://www.sec.gov/Archives/edgar/data/1766502/000176650225000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,2023-01-30,net_income,us-gaap,NetIncomeLoss,1,39600000.0,39.6,USD,USD_millions,10-K,2025,FY,,0001766502-26-000034,2026-03-25,0,363.0,https://www.sec.gov/Archives/edgar/data/1766502/000176650226000034/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,2023-01-30,operating_cash_flow,us-gaap,NetCashProvidedByUsedInOperatingActivities,1,486211000.0,486.211,USD,USD_millions,10-K,2023,FY,,0001766502-24-000014,2024-03-20,0,363.0,https://www.sec.gov/Archives/edgar/data/1766502/000176650224000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,2023-01-30,operating_cash_flow,us-gaap,NetCashProvidedByUsedInOperatingActivities,1,486211000.0,486.211,USD,USD_millions,10-K,2024,FY,,0001766502-25-000014,2025-03-26,0,363.0,https://www.sec.gov/Archives/edgar/data/1766502/000176650225000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,2023-01-30,operating_cash_flow,us-gaap,NetCashProvidedByUsedInOperatingActivities,1,486200000.0,486.2,USD,USD_millions,10-K,2025,FY,CY2023,0001766502-26-000034,2026-03-25,0,363.0,https://www.sec.gov/Archives/edgar/data/1766502/000176650226000034/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,2023-01-30,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,11147720000.0,11147.72,USD,USD_millions,10-K,2023,FY,,0001766502-24-000014,2024-03-20,0,363.0,https://www.sec.gov/Archives/edgar/data/1766502/000176650224000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,2023-01-30,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,11147720000.0,11147.72,USD,USD_millions,10-K,2024,FY,,0001766502-25-000014,2025-03-26,0,363.0,https://www.sec.gov/Archives/edgar/data/1766502/000176650225000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,2023-01-30,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,11147700000.0,11147.7,USD,USD_millions,10-K,2025,FY,CY2023,0001766502-26-000034,2026-03-25,0,363.0,https://www.sec.gov/Archives/edgar/data/1766502/000176650226000034/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,,total_assets,us-gaap,Assets,1,3186851000.0,3186.851,USD,USD_millions,10-K,2023,FY,,0001766502-24-000014,2024-03-20,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650224000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,,total_assets,us-gaap,Assets,1,3186851000.0,3186.851,USD,USD_millions,10-K,2024,FY,CY2023Q4I,0001766502-25-000014,2025-03-26,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650225000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,,total_equity,us-gaap,StockholdersEquity,1,510244000.0,510.244,USD,USD_millions,10-K,2023,FY,,0001766502-24-000014,2024-03-20,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650224000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,,total_equity,us-gaap,StockholdersEquity,1,510244000.0,510.244,USD,USD_millions,10-K,2024,FY,,0001766502-25-000014,2025-03-26,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650225000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,,total_equity,us-gaap,StockholdersEquity,1,510300000.0,510.3,USD,USD_millions,10-K,2025,FY,CY2023Q4I,0001766502-26-000034,2026-03-25,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650226000034/,2026-08-05T12:11:50+00:00
ebay,EBAY,0001065088,2021,2021-12-31,2021-01-01,capital_expenditure,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,1,444000000.0,444.0,USD,USD_millions,10-K,2021,FY,,0001065088-22-000006,2022-02-24,0,364.0,https://www.sec.gov/Archives/edgar/data/1065088/000106508822000006/,2026-08-05T12:11:50+00:00
ebay,EBAY,0001065088,2021,2021-12-31,2021-01-01,capital_expenditure,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,1,444000000.0,444.0,USD,USD_millions,10-K,2022,FY,,0001065088-23-000006,2023-02-23,0,364.0,https://www.sec.gov/Archives/edgar/data/1065088/000106508823000006/,2026-08-05T12:11:50+00:00
ebay,EBAY,0001065088,2021,2021-12-31,2021-01-01,capital_expenditure,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,1,444000000.0,444.0,USD,USD_millions,10-K,2023,FY,CY2021,0001065088-24-000036,2024-02-28,0,364.0,https://www.sec.gov/Archives/edgar/data/1065088/000106508824000036/,2026-08-05T12:11:50+00:00
ebay,EBAY,0001065088,2021,2021-12-31,,cash_and_equivalents,us-gaap,CashAndCashEquivalentsAtCarryingValue,1,1379000000.0,1379.0,USD,USD_millions,10-K,2021,FY,,0001065088-22-000006,2022-02-24,0,,https://www.sec.gov/Archives/edgar/data/1065088/000106508822000006/,2026-08-05T12:11:50+00:00
ebay,EBAY,0001065088,2021,2021-12-31,,cash_and_equivalents,us-gaap,CashAndCashEquivalentsAtCarryingValue,1,1379000000.0,1379.0,USD,USD_millions,10-K,2022,FY,,0001065088-23-000006,2023-02-23,0,,https://www.sec.gov/Archives/edgar/data/1065088/000106508823000006/,2026-08-05T12:11:50+00:00
ebay,EBAY,0001065088,2021,2021-12-31,,cash_and_equivalents,us-gaap,CashAndCashEquivalentsAtCarryingValue,1,1379000000.0,1379.0,USD,USD_millions,10-K,2023,FY,CY2021Q4I,0001065088-24-000036,2024-02-28,0,,https://www.sec.gov/Archives/edgar/data/1065088/000106508824000036/,2026-08-05T12:11:50+00:00
ebay,EBAY,0001065088,2021,2021-12-31,,current_assets,us-gaap,AssetsCurrent,1,9111000000.0,9111.0,USD,USD_millions,10-K,2021,FY,,0001065088-22-000006,2022-02-24,0,,https://www.sec.gov/Archives/edgar/data/1065088/000106508822000006/,2026-08-05T12:11:50+00:00
ebay,EBAY,0001065088,2021,2021-12-31,,current_assets,us-gaap,AssetsCurrent,1,9111000000.0,9111.0,USD,USD_millions,10-K,2022,FY,CY2021Q4I,0001065088-23-000006,2023-02-23,0,,https://www.sec.gov/Archives/edgar/data/1065088/000106508823000006/,2026-08-05T12:11:50+00:00
ebay,EBAY,0001065088,2021,2021-12-31,,current_liabilities,us-gaap,LiabilitiesCurrent,1,4622000000.0,4622.0,USD,USD_millions,10-K,2021,FY,,0001065088-22-000006,2022-02-24,0,,https://www.sec.gov/Archives/edgar/data/1065088/000106508822000006/,2026-08-05T12:11:50+00:00
