conflict_id,company_id,ticker,fiscal_year,canonical_field,winning_accession,winning_filing_date,winning_source_tag,winning_value,discarded_accession,discarded_filing_date,discarded_source_tag,discarded_value,relative_difference,conflict_severity,resolution_rule,resolution_status,review_note,created_at
B1-00723,qvcga,QVCGA,2019,net_income,0001558370-22-002174,2022-02-25,NetIncomeLoss,-456.0,0001558370-21-001983,2021-02-26,ProfitLoss,-405.0,0.1118421052631579,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00724,qvcga,QVCGA,2019,net_income,0001558370-22-002174,2022-02-25,NetIncomeLoss,-456.0,0001558370-20-001490,2020-02-26,NetIncomeLoss,-456.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00725,qvcga,QVCGA,2019,net_income,0001558370-22-002174,2022-02-25,NetIncomeLoss,-456.0,0001558370-20-001490,2020-02-26,ProfitLoss,-405.0,0.1118421052631579,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00726,qvcga,QVCGA,2019,total_equity,0001558370-23-002572,2023-03-01,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,4936.0,0001558370-22-002174,2022-02-25,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,4972.0,0.007293354943273906,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00727,qvcga,QVCGA,2019,total_equity,0001558370-23-002572,2023-03-01,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,4936.0,0001558370-21-001983,2021-02-26,StockholdersEquity,4840.0,0.019448946515397084,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00728,qvcga,QVCGA,2019,total_equity,0001558370-23-002572,2023-03-01,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,4936.0,0001558370-21-001983,2021-02-26,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,4972.0,0.007293354943273906,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00729,qvcga,QVCGA,2019,total_equity,0001558370-23-002572,2023-03-01,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,4936.0,0001558370-20-001490,2020-02-26,StockholdersEquity,4840.0,0.019448946515397084,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00730,qvcga,QVCGA,2019,total_equity,0001558370-23-002572,2023-03-01,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,4936.0,0001558370-20-001490,2020-02-26,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,4972.0,0.007293354943273906,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00731,qvcga,QVCGA,2020,net_income,0001558370-23-002572,2023-03-01,NetIncomeLoss,1196.0,0001558370-23-002572,2023-03-01,ProfitLoss,1254.0,0.048494983277591976,medium,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00732,qvcga,QVCGA,2020,net_income,0001558370-23-002572,2023-03-01,NetIncomeLoss,1196.0,0001558370-22-002174,2022-02-25,NetIncomeLoss,1204.0,0.006688963210702341,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00733,qvcga,QVCGA,2020,net_income,0001558370-23-002572,2023-03-01,NetIncomeLoss,1196.0,0001558370-22-002174,2022-02-25,ProfitLoss,1262.0,0.05518394648829431,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00734,qvcga,QVCGA,2020,net_income,0001558370-23-002572,2023-03-01,NetIncomeLoss,1196.0,0001558370-21-001983,2021-02-26,NetIncomeLoss,1204.0,0.006688963210702341,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00735,qvcga,QVCGA,2020,net_income,0001558370-23-002572,2023-03-01,NetIncomeLoss,1196.0,0001558370-21-001983,2021-02-26,ProfitLoss,1262.0,0.05518394648829431,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00736,qvcga,QVCGA,2020,total_equity,0001558370-24-002032,2024-02-28,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3689.0,0001558370-23-002572,2023-03-01,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3689.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00737,qvcga,QVCGA,2020,total_equity,0001558370-24-002032,2024-02-28,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3689.0,0001558370-22-002174,2022-02-25,StockholdersEquity,3598.0,0.024667931688804556,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00738,qvcga,QVCGA,2020,total_equity,0001558370-24-002032,2024-02-28,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3689.0,0001558370-22-002174,2022-02-25,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3733.0,0.01192735158579561,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00739,qvcga,QVCGA,2020,total_equity,0001558370-24-002032,2024-02-28,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3689.0,0001558370-21-001983,2021-02-26,StockholdersEquity,3598.0,0.024667931688804556,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00740,qvcga,QVCGA,2020,total_equity,0001558370-24-002032,2024-02-28,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3689.0,0001558370-21-001983,2021-02-26,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3733.0,0.01192735158579561,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00741,qvcga,QVCGA,2021,net_income,0001558370-24-002032,2024-02-28,NetIncomeLoss,340.0,0001558370-24-002032,2024-02-28,ProfitLoss,421.0,0.23823529411764705,high,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00742,qvcga,QVCGA,2021,net_income,0001558370-24-002032,2024-02-28,NetIncomeLoss,340.0,0001558370-23-002572,2023-03-01,NetIncomeLoss,340.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00743,qvcga,QVCGA,2021,net_income,0001558370-24-002032,2024-02-28,NetIncomeLoss,340.0,0001558370-23-002572,2023-03-01,ProfitLoss,421.0,0.23823529411764705,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00744,qvcga,QVCGA,2021,net_income,0001558370-24-002032,2024-02-28,NetIncomeLoss,340.0,0001558370-22-002174,2022-02-25,NetIncomeLoss,340.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00745,qvcga,QVCGA,2021,net_income,0001558370-24-002032,2024-02-28,NetIncomeLoss,340.0,0001558370-22-002174,2022-02-25,ProfitLoss,421.0,0.23823529411764705,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00746,qvcga,QVCGA,2021,total_assets,0001558370-23-002572,2023-03-01,Assets,16202.0,0001558370-22-002174,2022-02-25,Assets,16249.0,0.0029008764350080237,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00747,qvcga,QVCGA,2021,total_equity,0001558370-25-001837,2025-02-27,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2986.0,0001558370-24-002032,2024-02-28,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2986.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00748,qvcga,QVCGA,2021,total_equity,0001558370-25-001837,2025-02-27,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2986.0,0001558370-23-002572,2023-03-01,StockholdersEquity,2850.0,0.04554588077695914,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00749,qvcga,QVCGA,2021,total_equity,0001558370-25-001837,2025-02-27,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2986.0,0001558370-23-002572,2023-03-01,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2986.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00750,qvcga,QVCGA,2021,total_equity,0001558370-25-001837,2025-02-27,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2986.0,0001558370-22-002174,2022-02-25,StockholdersEquity,2894.0,0.030810448760884127,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00751,qvcga,QVCGA,2021,total_equity,0001558370-25-001837,2025-02-27,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2986.0,0001558370-22-002174,2022-02-25,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3030.0,0.014735432016075016,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00752,qvcga,QVCGA,2021,total_liabilities,0001558370-23-002572,2023-03-01,Liabilities,13216.0,0001558370-22-002174,2022-02-25,Liabilities,13219.0,0.00022699757869249396,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00753,qvcga,QVCGA,2022,net_income,0001558370-25-001837,2025-02-27,NetIncomeLoss,-2594.0,0001558370-25-001837,2025-02-27,ProfitLoss,-2532.0,0.023901310717039322,medium,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00754,qvcga,QVCGA,2022,net_income,0001558370-25-001837,2025-02-27,NetIncomeLoss,-2594.0,0001558370-24-002032,2024-02-28,NetIncomeLoss,-2594.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00755,qvcga,QVCGA,2022,net_income,0001558370-25-001837,2025-02-27,NetIncomeLoss,-2594.0,0001558370-24-002032,2024-02-28,ProfitLoss,-2532.0,0.023901310717039322,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00756,qvcga,QVCGA,2022,net_income,0001558370-25-001837,2025-02-27,NetIncomeLoss,-2594.0,0001558370-23-002572,2023-03-01,NetIncomeLoss,-2594.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00757,qvcga,QVCGA,2022,net_income,0001558370-25-001837,2025-02-27,NetIncomeLoss,-2594.0,0001558370-23-002572,2023-03-01,ProfitLoss,-2532.0,0.023901310717039322,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00758,qvcga,QVCGA,2022,total_equity,0001355096-26-000010,2026-04-15,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,525.0,0001558370-25-001837,2025-02-27,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,525.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00759,qvcga,QVCGA,2022,total_equity,0001355096-26-000010,2026-04-15,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,525.0,0001558370-24-002032,2024-02-28,StockholdersEquity,412.0,0.21523809523809523,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00760,qvcga,QVCGA,2022,total_equity,0001355096-26-000010,2026-04-15,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,525.0,0001558370-24-002032,2024-02-28,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,525.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00761,qvcga,QVCGA,2022,total_equity,0001355096-26-000010,2026-04-15,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,525.0,0001558370-23-002572,2023-03-01,StockholdersEquity,412.0,0.21523809523809523,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00762,qvcga,QVCGA,2022,total_equity,0001355096-26-000010,2026-04-15,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,525.0,0001558370-23-002572,2023-03-01,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,525.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00763,qvcga,QVCGA,2023,net_income,0001355096-26-000010,2026-04-15,NetIncomeLoss,-145.0,0001355096-26-000010,2026-04-15,ProfitLoss,-94.0,0.35172413793103446,high,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00764,qvcga,QVCGA,2023,net_income,0001355096-26-000010,2026-04-15,NetIncomeLoss,-145.0,0001558370-25-001837,2025-02-27,NetIncomeLoss,-145.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00765,qvcga,QVCGA,2023,net_income,0001355096-26-000010,2026-04-15,NetIncomeLoss,-145.0,0001558370-25-001837,2025-02-27,ProfitLoss,-94.0,0.35172413793103446,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00766,qvcga,QVCGA,2023,net_income,0001355096-26-000010,2026-04-15,NetIncomeLoss,-145.0,0001558370-24-002032,2024-02-28,NetIncomeLoss,-145.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00767,qvcga,QVCGA,2023,net_income,0001355096-26-000010,2026-04-15,NetIncomeLoss,-145.0,0001558370-24-002032,2024-02-28,ProfitLoss,-94.0,0.35172413793103446,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00768,qvcga,QVCGA,2023,total_equity,0001355096-26-000010,2026-04-15,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,489.0,0001558370-25-001837,2025-02-27,StockholdersEquity,385.0,0.21267893660531698,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00769,qvcga,QVCGA,2023,total_equity,0001355096-26-000010,2026-04-15,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,489.0,0001558370-25-001837,2025-02-27,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,489.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00770,qvcga,QVCGA,2023,total_equity,0001355096-26-000010,2026-04-15,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,489.0,0001558370-24-002032,2024-02-28,StockholdersEquity,385.0,0.21267893660531698,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00771,qvcga,QVCGA,2023,total_equity,0001355096-26-000010,2026-04-15,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,489.0,0001558370-24-002032,2024-02-28,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,489.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00772,qvcga,QVCGA,2024,net_income,0001355096-26-000010,2026-04-15,NetIncomeLoss,-1290.0,0001355096-26-000010,2026-04-15,ProfitLoss,-1250.0,0.031007751937984496,medium,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00773,qvcga,QVCGA,2024,net_income,0001355096-26-000010,2026-04-15,NetIncomeLoss,-1290.0,0001558370-25-001837,2025-02-27,NetIncomeLoss,-1290.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00774,qvcga,QVCGA,2024,net_income,0001355096-26-000010,2026-04-15,NetIncomeLoss,-1290.0,0001558370-25-001837,2025-02-27,ProfitLoss,-1250.0,0.031007751937984496,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00775,qvcga,QVCGA,2024,total_equity,0001355096-26-000010,2026-04-15,StockholdersEquity,-971.0,0001355096-26-000010,2026-04-15,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-885.0,0.08856848609680741,high,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00776,qvcga,QVCGA,2024,total_equity,0001355096-26-000010,2026-04-15,StockholdersEquity,-971.0,0001558370-25-001837,2025-02-27,StockholdersEquity,-971.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00777,qvcga,QVCGA,2024,total_equity,0001355096-26-000010,2026-04-15,StockholdersEquity,-971.0,0001558370-25-001837,2025-02-27,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-885.0,0.08856848609680741,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00778,rvlv,RVLV,2017,net_income,0001564590-20-006806,2020-02-26,NetIncomeLoss,5.347,0001564590-20-006806,2020-02-26,ProfitLoss,5.0,0.0648962034785862,high,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00779,rvlv,RVLV,2017,net_income,0001564590-20-006806,2020-02-26,NetIncomeLoss,5.347,0001564590-20-006806,2020-02-26,NetIncomeLossAvailableToCommonStockholdersBasic,5.347,0.0,low,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00780,rvlv,RVLV,2018,net_income,0001564590-21-008799,2021-02-25,NetIncomeLoss,30.685,0001564590-21-008799,2021-02-25,ProfitLoss,30.638,0.0015316930096137215,low,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00781,rvlv,RVLV,2018,net_income,0001564590-21-008799,2021-02-25,NetIncomeLoss,30.685,0001564590-21-008799,2021-02-25,NetIncomeLossAvailableToCommonStockholdersBasic,30.685,0.0,low,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00782,rvlv,RVLV,2018,net_income,0001564590-21-008799,2021-02-25,NetIncomeLoss,30.685,0001564590-20-006806,2020-02-26,NetIncomeLoss,30.685,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00783,rvlv,RVLV,2018,net_income,0001564590-21-008799,2021-02-25,NetIncomeLoss,30.685,0001564590-20-006806,2020-02-26,ProfitLoss,30.638,0.0015316930096137215,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00784,rvlv,RVLV,2018,net_income,0001564590-21-008799,2021-02-25,NetIncomeLoss,30.685,0001564590-20-006806,2020-02-26,NetIncomeLossAvailableToCommonStockholdersBasic,30.685,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00785,rvlv,RVLV,2019,net_income,0000950170-22-002309,2022-02-28,NetIncomeLoss,35.667,0000950170-22-002309,2022-02-28,ProfitLoss,35.667,0.0,low,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00786,rvlv,RVLV,2019,net_income,0000950170-22-002309,2022-02-28,NetIncomeLoss,35.667,0000950170-22-002309,2022-02-28,NetIncomeLossAvailableToCommonStockholdersBasic,-5.149,1.1443631367931142,high,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00787,rvlv,RVLV,2019,net_income,0000950170-22-002309,2022-02-28,NetIncomeLoss,35.667,0001564590-21-008799,2021-02-25,NetIncomeLoss,35.667,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00788,rvlv,RVLV,2019,net_income,0000950170-22-002309,2022-02-28,NetIncomeLoss,35.667,0001564590-21-008799,2021-02-25,ProfitLoss,35.667,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00789,rvlv,RVLV,2019,net_income,0000950170-22-002309,2022-02-28,NetIncomeLoss,35.667,0001564590-21-008799,2021-02-25,NetIncomeLossAvailableToCommonStockholdersBasic,-5.149,1.1443631367931142,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00790,rvlv,RVLV,2019,net_income,0000950170-22-002309,2022-02-28,NetIncomeLoss,35.667,0001564590-20-006806,2020-02-26,NetIncomeLoss,35.667,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00791,rvlv,RVLV,2019,net_income,0000950170-22-002309,2022-02-28,NetIncomeLoss,35.667,0001564590-20-006806,2020-02-26,ProfitLoss,35.667,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00792,rvlv,RVLV,2019,net_income,0000950170-22-002309,2022-02-28,NetIncomeLoss,35.667,0001564590-20-006806,2020-02-26,NetIncomeLossAvailableToCommonStockholdersBasic,-5.149,1.1443631367931142,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00793,rvlv,RVLV,2020,total_liabilities,0000950170-22-002309,2022-02-28,Liabilities,105.688,0001564590-21-008799,2021-02-25,derived:Assets-StockholdersEquity,105.68800000000002,1.3446043746879497e-16,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00794,rvlv,RVLV,2024,net_income,0001193125-26-071307,2026-02-25,NetIncomeLoss,49.557,0001193125-26-071307,2026-02-25,ProfitLoss,48.771,0.015860524244809035,medium,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00795,rvlv,RVLV,2024,net_income,0001193125-26-071307,2026-02-25,NetIncomeLoss,49.557,0000950170-25-026748,2025-02-25,NetIncomeLoss,49.557,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00796,rvlv,RVLV,2024,net_income,0001193125-26-071307,2026-02-25,NetIncomeLoss,49.557,0000950170-25-026748,2025-02-25,ProfitLoss,48.771,0.015860524244809035,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00797,sfix,SFIX,2018,net_income,0001576942-20-000077,2020-09-25,NetIncomeLoss,44.9,0001576942-20-000077,2020-09-25,NetIncomeLossAvailableToCommonStockholdersBasic,35.541,0.20844097995545663,high,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00798,sfix,SFIX,2018,net_income,0001576942-20-000077,2020-09-25,NetIncomeLoss,44.9,0001576942-19-000013,2019-10-02,NetIncomeLoss,44.9,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00799,sfix,SFIX,2018,net_income,0001576942-20-000077,2020-09-25,NetIncomeLoss,44.9,0001576942-19-000013,2019-10-02,NetIncomeLossAvailableToCommonStockholdersBasic,35.541,0.20844097995545663,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00800,sfix,SFIX,2018,net_income,0001576942-20-000077,2020-09-25,NetIncomeLoss,44.9,0001576942-18-000003,2018-10-03,NetIncomeLoss,44.9,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00801,sfix,SFIX,2018,net_income,0001576942-20-000077,2020-09-25,NetIncomeLoss,44.9,0001576942-18-000003,2018-10-03,NetIncomeLossAvailableToCommonStockholdersBasic,35.541,0.20844097995545663,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00802,sfix,SFIX,2019,net_income,0001576942-21-000121,2021-09-27,NetIncomeLoss,36.881,0001576942-21-000121,2021-09-27,NetIncomeLossAvailableToCommonStockholdersBasic,36.863,0.0004880561806892623,low,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00803,sfix,SFIX,2019,net_income,0001576942-21-000121,2021-09-27,NetIncomeLoss,36.881,0001576942-20-000077,2020-09-25,NetIncomeLoss,36.881,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00804,sfix,SFIX,2019,net_income,0001576942-21-000121,2021-09-27,NetIncomeLoss,36.881,0001576942-20-000077,2020-09-25,NetIncomeLossAvailableToCommonStockholdersBasic,36.863,0.0004880561806892623,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
